index,size,seed,open_cells,start_row,start_col,end_row,end_col,moves,overlaps,path,grid,image,source,source_id,user,config_id,config_label,move_fraction_u,move_fraction_d,move_fraction_l,move_fraction_r,turn_rate,mean_run_length,max_run_length,min_run_length,run_length_std,cluster,cluster_distance,cluster_rank
830,7,830,43,0,0,0,6,42,0,ddddddrrrrrruuuluulddlddlluruluuurddruurrr,1111111/1111110/1111110/1111111/1111001/1111001/1111111,images/grid_0830_n7_seed830.svg,optimal,optimal-830,,,,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.4634146341463415,2.1,6.0,1.0,1.4798648586948742,0,3.4592564082194657,19
525,7,525,45,0,0,6,6,44,0,rrrrrrdlllllldrrrrrdllllldrrrrrdllllldrrrrrr,1111111/1111111/1111110/1111110/1111110/1111110/1111111,images/grid_0525_n7_seed525.svg,optimal,optimal-525,,,,0.0,0.13636363636363635,0.36363636363636365,0.5,0.27906976744186046,3.3846153846153846,6.0,1.0,2.237390703422921,0,3.472849621060042,20
703,7,703,42,0,0,1,6,43,2,ddddddrrrrrruuldluldlluruluuurrldddrruururd,1111011/1110111/1110100/1111100/1111111/1111111/1111111,images/grid_0703_n7_seed703.svg,optimal,optimal-703,,,,0.2558139534883721,0.27906976744186046,0.16279069767441862,0.3023255813953488,0.5476190476190477,1.7916666666666667,6.0,1.0,1.4135996211406143,0,3.524567591109003,21
114,7,114,43,0,0,3,6,43,1,ddddddrrrrrrulluuluurlldddrdlluuuuurrrrrddd,1111111/1111101/1111001/1111101/1111100/1111111/1111111,images/grid_0114_n7_seed114.svg,optimal,optimal-114,,,,0.23255813953488372,0.3023255813953488,0.16279069767441862,0.3023255813953488,0.35714285714285715,2.6875,6.0,1.0,1.757795138803154,0,3.550553386843009,22
282,7,282,42,0,0,6,6,44,3,rrrrrrlldlllldrrrrrrdlllllldrrrdrlllldrrrrrr,1111111/1111100/1111111/1111111/1111000/1111100/1111111,images/grid_0282_n7_seed282.svg,optimal,optimal-282,,,,0.0,0.13636363636363635,0.36363636363636365,0.5,0.32558139534883723,2.933333333333333,6.0,1.0,2.1123972690339814,0,3.563837217352888,23
242,7,242,39,0,0,5,5,40,2,ddddddrruluuuuurrdldddruururrdlrddddllru,1111000/1111111/1111111/1111001/1111001/1110011/1110111,images/grid_0242_n7_seed242.svg,optimal,optimal-242,,,,0.25,0.375,0.125,0.25,0.5128205128205128,1.9047619047619047,6.0,1.0,1.4110030847646717,0,3.566045715871643,24
805,7,805,42,0,0,6,6,42,1,ddddrrrrurruuulllllddrurrrdlldllddldrrrrrr,1111111/1111111/1111111/1111111/1111100/1100000/1111111,images/grid_0805_n7_seed805.svg,optimal,optimal-805,,,,0.11904761904761904,0.2619047619047619,0.23809523809523808,0.38095238095238093,0.4146341463414634,2.3333333333333335,6.0,1.0,1.4907119849998598,0,3.5714927167408796,25
86,7,86,42,0,0,5,6,41,0,ddddddrrruruluuulddddluuuuurrrrrdllddrddr,1111111/1111111/1111100/1111110/1111110/1111111/1111000,images/grid_0086_n7_seed86.svg,optimal,optimal-86,,,,0.24390243902439024,0.36585365853658536,0.12195121951219512,0.2682926829268293,0.425,2.2777777777777777,6.0,1.0,1.6263645742560497,0,3.598265271745223,26
721,7,721,41,0,0,3,6,43,3,ddddddrrrrrrluluuuruurlldlulldddrdldrruurrr,1111111/1101110/1100110/1111111/1111100/1111110/1111111,images/grid_0721_n7_seed721.svg,optimal,optimal-721,,,,0.20930232558139536,0.27906976744186046,0.18604651162790697,0.32558139534883723,0.5,1.9545454545454546,6.0,1.0,1.4609235163625631,0,3.6025797754423614,27
104,7,104,45,0,0,6,5,45,1,ddddddrrrulluuuuurrrrrdddduluulddluuldddrrddr,1111111/1111111/1111111/1111111/1111101/1111100/1111110,images/grid_0104_n7_seed104.svg,optimal,optimal-104,,,,0.24444444444444444,0.37777777777777777,0.13333333333333333,0.24444444444444444,0.4090909090909091,2.3684210526315788,6.0,1.0,1.5290356890877843,0,3.6080693578748066,28
772,7,772,41,0,0,1,6,43,3,ddddrdrdrrulululuuurrdldrdrdrrdduuulluuurrd,1111111/1111101/1111100/1111111/1111111/0111101/0011101,images/grid_0772_n7_seed772.svg,optimal,optimal-772,,,,0.27906976744186046,0.3023255813953488,0.13953488372093023,0.27906976744186046,0.6428571428571429,1.5357142857142858,4.0,1.0,0.8229799015573509,0,3.6431323685793684,29
585,7,585,44,0,0,1,5,44,1,ddddddrrrrrruuuuuullllldddddrrrrlulluuurrdru,1111111/1111111/1110111/1110001/1111101/1111111/1111111,images/grid_0585_n7_seed585.svg,optimal,optimal-585,,,,0.25,0.2727272727272727,0.18181818181818182,0.29545454545454547,0.3023255813953488,3.142857142857143,6.0,1.0,2.0303814862216996,0,3.661634691763664,30
444,7,444,43,0,0,2,4,42,0,ddrdldddrrrrrrulllllururdrrruuuullllldrrrd,1111111/1111101/1100101/1111001/1111111/1111111/1111111,images/grid_0444_n7_seed444.svg,optimal,optimal-444,,,,0.16666666666666666,0.21428571428571427,0.2619047619047619,0.35714285714285715,0.43902439024390244,2.210526315789474,6.0,1.0,1.6408902387494626,0,3.678963440592916,31
566,7,566,42,0,0,6,6,44,3,ddddddrrrulluuuuurrrrrddduulllldrdrlldrrdrdr,1111111/1111111/1111001/1111101/1111100/1111110/1111011,images/grid_0566_n7_seed566.svg,optimal,optimal-566,,,,0.18181818181818182,0.3181818181818182,0.18181818181818182,0.3181818181818182,0.4418604651162791,2.2,6.0,1.0,1.568438714135812,0,3.6849647859607724,32
804,7,804,41,0,0,1,6,43,3,rdldddddrrrrlulluuurddrrrrdduuullluuurdrurd,1101111/1101111/1111000/1111111/1111111/1111001/1111101,images/grid_0804_n7_seed804.svg,optimal,optimal-804,,,,0.2558139534883721,0.27906976744186046,0.16279069767441862,0.3023255813953488,0.5,1.9545454545454546,5.0,1.0,1.2239010925305691,0,3.7227980959212164,33
685,7,685,43,3,0,0,6,43,1,dddrrrrrruuulddluulddlluruluuurrdrlldrrrruu,0111001/0111101/0111111/1111111/1111111/1111111/1111111,images/grid_0685_n7_seed685.svg,optimal,optimal-685,,,,0.27906976744186046,0.20930232558139536,0.18604651162790697,0.32558139534883723,0.5,1.9545454545454546,6.0,1.0,1.2239010925305691,0,3.761194591056792,34
901,7,901,39,0,0,3,6,39,1,ddrdldddrrrrurulldllururululurrdrrdurdd,1111000/1111111/1111011/1111001/1111110/1111110/1111100,images/grid_0901_n7_seed901.svg,optimal,optimal-901,,,,0.20512820512820512,0.28205128205128205,0.1794871794871795,0.3333333333333333,0.7105263157894737,1.3928571428571428,4.0,1.0,0.724040533311189,0,3.7708205493372384,35
651,7,651,44,0,0,1,6,43,0,ddddrddrrrrruuulddluuuulddddluulurulurrrrrd,1111111/1111101/1111100/1111111/1111111/0111111/0111111,images/grid_0651_n7_seed651.svg,optimal,optimal-651,,,,0.27906976744186046,0.3023255813953488,0.13953488372093023,0.27906976744186046,0.47619047619047616,2.0476190476190474,5.0,1.0,1.430157849302972,0,3.7722946988535613,36
51,7,51,44,0,0,0,6,44,1,ddddddrrrrrrulluururllulddddllurulurulurrrrr,1111111/1111100/1111111/1111110/1111100/1111111/1111111,images/grid_0051_n7_seed51.svg,optimal,optimal-51,,,,0.22727272727272727,0.22727272727272727,0.20454545454545456,0.3409090909090909,0.5116279069767442,1.9130434782608696,6.0,1.0,1.6128032166079487,0,3.7835997707246896,37
910,7,910,42,0,0,6,6,42,1,ddddddrruluuuuurrrrrdddululddluuldddrrdrrd,1111111/1111111/1111111/1111101/1111100/1110111/1110001,images/grid_0910_n7_seed910.svg,optimal,optimal-910,,,,0.23809523809523808,0.38095238095238093,0.11904761904761904,0.2619047619047619,0.4634146341463415,2.1,6.0,1.0,1.5132745950421556,0,3.789132195735755,38
488,7,488,40,0,0,6,6,40,1,ddddddrruluuuuurrrrrdddululdluldddrrddrr,1111111/1111111/1111111/1110001/1111100/1110100/1110111,images/grid_0488_n7_seed488.svg,optimal,optimal-488,,,,0.225,0.375,0.125,0.275,0.46153846153846156,2.1052631578947367,6.0,1.0,1.5524085477634344,0,3.805447252155212,39
15,7,15,43,0,0,6,6,44,2,ddddddrrrruuurllddlluruluuurrrdlldrrrruddddd,1111100/1111101/1111111/1111111/1111101/1111101/1111101,images/grid_0015_n7_seed15.svg,optimal,optimal-15,,,,0.20454545454545456,0.3409090909090909,0.1590909090909091,0.29545454545454547,0.4186046511627907,2.3157894736842106,6.0,1.0,1.4886458551295736,0,3.815639283403035,40
258,7,258,43,0,0,1,1,42,0,ddddddrrrrrruluruulurullldddddlluruluruuld,1111111/1111011/1111011/1111001/1111011/1111011/1111111,images/grid_0258_n7_seed258.svg,optimal,optimal-258,,,,0.2619047619047619,0.2857142857142857,0.21428571428571427,0.23809523809523808,0.5365853658536586,1.826086956521739,6.0,1.0,1.5784465096235956,0,3.850067111167875,41
516,7,516,39,0,0,5,6,39,1,ddddddrruluuuuurrrrrddlullldrdlddrurdrr,1111111/1111111/1111011/1111000/1111100/1111111/1110000,images/grid_0516_n7_seed516.svg,optimal,optimal-516,,,,0.20512820512820512,0.3333333333333333,0.15384615384615385,0.3076923076923077,0.5,1.95,6.0,1.0,1.5321553446044562,0,3.8701192986235324,42
303,7,303,42,0,0,0,5,43,2,ddddddrrrrrruuudldlluulddluuuuurdrdlrrrruul,1110011/1111001/1111111/1111001/1111011/1111111/1111111,images/grid_0303_n7_seed303.svg,optimal,optimal-303,,,,0.27906976744186046,0.27906976744186046,0.16279069767441862,0.27906976744186046,0.4523809523809524,2.15,6.0,1.0,1.6815171720800235,0,3.8924194920488717,43
379,7,379,39,0,0,0,6,40,2,ddddddrrrrrruuuludldldllurulrrulluurrrrr,1111111/1100000/1111010/1111111/1111101/1111001/1111111,images/grid_0379_n7_seed379.svg,optimal,optimal-379,,,,0.225,0.225,0.2,0.35,0.48717948717948717,2.0,6.0,1.0,1.6431676725154984,0,3.9365279575108665,44
674,7,674,44,0,0,0,4,44,1,ddddddrrrrruruuldldluurllddluuuuurddrrrruull,1110111/1110001/1111111/1111111/1111111/1111111/1111110,images/grid_0674_n7_seed674.svg,optimal,optimal-674,,,,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.46511627906976744,2.0952380952380953,6.0,1.0,1.5088551921671292,0,3.9394416439278572,45
583,7,583,42,0,0,6,6,42,1,ddddddrrrruuldlluruluuurddruurdrurdddlrddd,1111111/1111111/1111001/1110011/1111101/1111101/1111101,images/grid_0583_n7_seed583.svg,optimal,optimal-583,,,,0.23809523809523808,0.38095238095238093,0.11904761904761904,0.2619047619047619,0.5609756097560976,1.75,6.0,1.0,1.2332207155790618,0,3.9407643111582886,46
718,7,718,42,0,0,2,5,41,0,ddddddrrruurdruruuuullllldddddruuuurdrurd,1111111/1111111/1111111/1110001/1111111/1111110/1111000,images/grid_0718_n7_seed718.svg,optimal,optimal-718,,,,0.2926829268292683,0.34146341463414637,0.12195121951219512,0.24390243902439024,0.45,2.1578947368421053,6.0,1.0,1.69405020415064,0,3.9426056437461594,47
24,7,24,46,0,0,0,1,47,2,ddddddrrrrrrlulllluurdruulurrdddrruluruudlullll,1111111/1011111/1011111/1111111/1111111/1111110/1111111,images/grid_0024_n7_seed24.svg,optimal,optimal-24,,,,0.23404255319148937,0.23404255319148937,0.2553191489361702,0.2765957446808511,0.5,1.9583333333333333,6.0,1.0,1.5132516497779065,0,3.9707185751943053,48
687,7,687,44,0,0,5,5,44,1,ddddddrrruuururulldluddddluuuuurrrrrddddddlu,1111111/1111111/1111111/1111101/1111001/1111011/1111011,images/grid_0687_n7_seed687.svg,optimal,optimal-687,,,,0.2727272727272727,0.38636363636363635,0.11363636363636363,0.22727272727272727,0.3953488372093023,2.4444444444444446,6.0,1.0,1.8625616238044675,0,4.000814009609692,49
903,7,903,43,0,0,3,1,42,0,ddddddrrrurdrruluruuuuldddluullulddrdddluu,1110011/1111111/1110111/1110111/1110011/1111111/1111111,images/grid_0903_n7_seed903.svg,optimal,optimal-903,,,,0.2857142857142857,0.35714285714285715,0.16666666666666666,0.19047619047619047,0.5365853658536586,1.826086956521739,6.0,1.0,1.2389397259804353,0,4.035350800726341,50
134,7,134,42,0,0,4,1,43,2,ddddddrrrrrurduuuuuulddldluluurlldddrdrdllu,1111011/1110011/1111111/1111101/1111001/1111011/1111111,images/grid_0134_n7_seed134.svg,optimal,optimal-134,,,,0.2558139534883721,0.3488372093023256,0.18604651162790697,0.20930232558139536,0.5238095238095238,1.8695652173913044,6.0,1.0,1.568836395884236,0,4.09463044031719,51
122,7,122,43,0,0,1,6,43,1,ddddddrrrrrrululdluuruuullldddddruuuurdrrru,1111100/1111101/1111111/1111100/1111110/1111111/1111111,images/grid_0122_n7_seed122.svg,optimal,optimal-122,,,,0.27906976744186046,0.3023255813953488,0.13953488372093023,0.27906976744186046,0.42857142857142855,2.263157894736842,6.0,1.0,1.742415300762826,0,4.105544750054718,52
424,7,424,44,0,0,0,6,44,1,ddddddrrrulluuuuurrrddddlluuurddrrdddruuuuuu,1111101/1111101/1111101/1111111/1111111/1111011/1111011,images/grid_0424_n7_seed424.svg,optimal,optimal-424,,,,0.3409090909090909,0.3409090909090909,0.09090909090909091,0.22727272727272727,0.32558139534883723,2.933333333333333,6.0,1.0,1.6110727964792761,0,4.109368601534129,53
932,7,932,42,0,0,1,5,42,1,ddddddrrrrurululddllurulururllurrrrrdddluu,1111111/1111011/1110011/1111111/1111110/1111110/1111100,images/grid_0932_n7_seed932.svg,optimal,optimal-932,,,,0.23809523809523808,0.2619047619047619,0.19047619047619047,0.30952380952380953,0.5609756097560976,1.75,6.0,1.0,1.3616778865306827,0,4.1563128952433175,54
361,7,361,44,0,0,6,6,44,1,ddddddrruluuuuurrrrrdddululddluuldddrddrurdr,1111111/1111111/1111111/1111101/1111000/1111110/1111111,images/grid_0361_n7_seed361.svg,optimal,optimal-361,,,,0.25,0.38636363636363635,0.11363636363636363,0.25,0.5116279069767442,1.9130434782608696,6.0,1.0,1.471853119983544,0,4.172188473384884,55
779,7,779,43,0,0,6,5,43,1,ddddddrruluuuuurrrrrddlulddrdllluuurdddddrr,1111111/1111111/1111111/1111110/1111110/1111000/1111110,images/grid_0779_n7_seed779.svg,optimal,optimal-779,,,,0.23255813953488372,0.37209302325581395,0.13953488372093023,0.2558139534883721,0.40476190476190477,2.388888888888889,6.0,1.0,1.6712898840545916,0,4.189123240743212,56
206,7,206,40,0,0,6,0,40,1,dddruuurrrdrurddldrdddlllluuruuuldddlldd,1111111/1111111/1111011/1111011/1111001/1010001/1011111,images/grid_0206_n7_seed206.svg,optimal,optimal-206,,,,0.225,0.375,0.2,0.2,0.5128205128205128,1.9047619047619047,4.0,1.0,0.9712418121129114,0,4.204337359247993,57
875,7,875,41,0,0,0,6,40,0,ddddddrrrrrrululdluulddluuuuurrdldrrrruu,1111001/1111001/1111111/1111000/1111110/1111111/1111111,images/grid_0875_n7_seed875.svg,optimal,optimal-875,,,,0.275,0.275,0.15,0.3,0.46153846153846156,2.1052631578947367,6.0,1.0,1.7135600627473375,0,4.214275663134715,58
92,7,92,41,0,0,3,6,41,1,ddddddrrrrrulluuruuldluddddluuuuurrrrrddd,1111111/1111101/1111101/1111101/1111000/1111110/1111110,images/grid_0092_n7_seed92.svg,optimal,optimal-92,,,,0.2682926829268293,0.34146341463414637,0.12195121951219512,0.2682926829268293,0.375,2.5625,6.0,1.0,1.7666617531378213,0,4.2197908689342984,59
185,7,185,41,0,0,0,1,41,1,ddddddrrrrrrulluldllurulurrdrruruudlullll,1111111/1000011/1111011/1111110/1111100/1111111/1111111,images/grid_0185_n7_seed185.svg,optimal,optimal-185,,,,0.21951219512195122,0.21951219512195122,0.2682926829268293,0.2926829268292683,0.55,1.7826086956521738,6.0,1.0,1.473136899660645,0,4.238411996926612,60
257,7,257,41,0,0,2,2,40,0,ddddddrrrulluuuuurrrrrddddddluullluruuld,1111111/1111001/1111001/1111001/1111111/1111011/1111011,images/grid_0257_n7_seed257.svg,optimal,optimal-257,,,,0.275,0.325,0.175,0.225,0.358974358974359,2.6666666666666665,6.0,1.0,1.8499249234015478,0,4.2531689500391145,61
636,7,636,43,0,0,0,6,46,4,ddddddrrrrrruuuudddlluuululddrddlulduuuuurrrrr,1111111/1111000/1111101/1111101/1111101/1111111/1111111,images/grid_0636_n7_seed636.svg,optimal,optimal-636,,,,0.30434782608695654,0.30434782608695654,0.13043478260869565,0.2608695652173913,0.37777777777777777,2.5555555555555554,6.0,1.0,1.8019194155807616,0,4.25717263760202,62
20,7,20,44,0,0,5,5,44,1,ddddddrrrrrruuuuuuldluldlulddrdlddrurdrurudd,1111111/1111111/1110001/1110011/1111111/1111111/1111111,images/grid_0020_n7_seed20.svg,optimal,optimal-20,,,,0.25,0.36363636363636365,0.13636363636363635,0.25,0.5813953488372093,1.6923076923076923,6.0,1.0,1.587674418503869,0,4.26784610590107,63
943,7,943,45,0,0,6,6,44,0,ddddddrrrulluuuuurrrddllddrurruuurddddllddrr,1111111/1100111/1111111/1111111/1111111/1111100/1111111,images/grid_0943_n7_seed943.svg,optimal,optimal-943,,,,0.22727272727272727,0.36363636363636365,0.13636363636363635,0.2727272727272727,0.3953488372093023,2.4444444444444446,6.0,1.0,1.3425606637327303,0,4.270556260932795,64
933,7,933,44,0,0,4,3,43,0,ddddddrrrrrruuuuuullllldddddrrrruuuuldldldr,1111111/1100111/1101111/1111011/1111011/1111111/1111111,images/grid_0933_n7_seed933.svg,optimal,optimal-933,,,,0.23255813953488372,0.32558139534883723,0.18604651162790697,0.2558139534883721,0.30952380952380953,3.0714285714285716,6.0,1.0,2.1535447759544764,0,4.2930851895142155,65
119,7,119,42,0,0,6,6,42,1,ddddddruruluuuurrrrrddluldlulddrdrurdddlrr,1111111/1111111/1111111/1111110/1111110/1110010/1100111,images/grid_0119_n7_seed119.svg,optimal,optimal-119,,,,0.21428571428571427,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.5853658536585366,1.68,6.0,1.0,1.3481839637082176,0,4.310555001317038,66
68,7,68,43,0,0,3,5,42,0,ddddddrrrrrrullluuuulddddluuuuurrrdrurdddl,1111111/1111111/1111001/1111011/1111000/1111111/1111111,images/grid_0068_n7_seed68.svg,optimal,optimal-68,,,,0.2619047619047619,0.3333333333333333,0.14285714285714285,0.2619047619047619,0.36585365853658536,2.625,6.0,1.0,1.8328597873268975,0,4.313941685233519,67
31,7,31,44,0,0,2,5,43,0,ddddddrruluuuuurrrrrdddldddluulluuurddruurd,1111111/1111111/1111111/1111111/1111110/1110110/1110110,images/grid_0031_n7_seed31.svg,optimal,optimal-31,,,,0.3023255813953488,0.3488372093023256,0.11627906976744186,0.23255813953488372,0.42857142857142855,2.263157894736842,6.0,1.0,1.5163010832513613,0,4.329500374558415,68
700,7,700,43,0,0,5,5,42,0,dddddruuuuurrrrrdldrddddlllluuuuurddddrurd,1111111/1111011/1111011/1111001/1111111/1111111/0011111,images/grid_0700_n7_seed700.svg,optimal,optimal-700,,,,0.2619047619047619,0.38095238095238093,0.11904761904761904,0.23809523809523808,0.3902439024390244,2.4705882352941178,5.0,1.0,1.7861442883163503,0,4.336146078667174,69
737,7,737,45,1,0,3,3,45,1,dddddrrrrurdruuuuuulllldlddddrruluururrddludl,0011111/1111111/1111111/1111111/1111001/1111111/1111111,images/grid_0737_n7_seed737.svg,optimal,optimal-737,,,,0.26666666666666666,0.3111111111111111,0.17777777777777778,0.24444444444444444,0.5,1.9565217391304348,6.0,1.0,1.4884558929237992,0,4.379729590258925,70
535,7,535,42,0,0,4,5,43,2,ddddddruruluuuurrrrrddlulddlluurdddddrrrluu,1111111/1111111/1111111/1111100/1111010/1111010/1101111,images/grid_0535_n7_seed535.svg,optimal,optimal-535,,,,0.2558139534883721,0.3488372093023256,0.13953488372093023,0.2558139534883721,0.4523809523809524,2.15,6.0,1.0,1.5580436450882882,0,4.3862421036689,71
81,7,81,36,0,0,0,6,38,3,ddddddrururddlrrrluurulluullduurrrdrur,1111111/1111110/1101000/1001110/1011110/1111100/1111110,images/grid_0081_n7_seed81.svg,optimal,optimal-81,,,,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.3157894736842105,0.5945945945945946,1.6521739130434783,6.0,1.0,1.1270853388535411,0,4.395404932057248,72
225,7,225,39,0,0,6,6,40,2,ddddddrruluuuuurrdldddrdrluuuruurrdddddd,1111111/1111101/1111101/1111001/1111001/1111101/1110001,images/grid_0225_n7_seed225.svg,optimal,optimal-225,,,,0.275,0.425,0.075,0.225,0.4358974358974359,2.2222222222222223,6.0,1.0,1.6850834320114558,0,4.423411054963671,73
