index,size,seed,open_cells,start_row,start_col,end_row,end_col,moves,overlaps,path,grid,image,move_fraction_u,move_fraction_d,move_fraction_l,move_fraction_r,turn_rate,mean_run_length,max_run_length,min_run_length,run_length_std,cluster,cluster_distance,cluster_rank
721,7,721,41,0,0,3,6,43,3,ddddddrrrrrrluluuuruurlldlulldddrdldrruurrr,1111111/1101110/1100110/1111111/1111100/1111110/1111111,images/grid_0721_n7_seed721.svg,0.20930232558139536,0.27906976744186046,0.18604651162790697,0.32558139534883723,0.5,1.9545454545454546,6.0,1.0,1.4609235163625631,0,3.6543562564062846,11
468,7,468,40,0,0,0,5,41,2,ddddddrrrrrruulurllllddluuuuurdrdlrrrruul,1110011/1111001/1111111/1111111/1110011/1110001/1111111,images/grid_0468_n7_seed468.svg,0.24390243902439024,0.24390243902439024,0.1951219512195122,0.3170731707317073,0.425,2.2777777777777777,6.0,1.0,1.789026909789402,0,3.6985101707475128,12
704,7,704,41,0,0,3,3,42,2,ddddddrrrrlulluurdrrrruuuullllddrurrddludl,1011111/1011111/1011111/1111111/1111111/1111000/1111100,images/grid_0704_n7_seed704.svg,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.4634146341463415,2.1,6.0,1.0,1.445683229480096,0,3.7121335595722913,13
29,7,29,37,0,0,5,6,39,3,ddddddrrrruuluuuldrrrluullldddrdldrrrrr,1111100/1111100/1111110/1111000/1111100/1111111/1111100,images/grid_0029_n7_seed29.svg,0.1794871794871795,0.3076923076923077,0.1794871794871795,0.3333333333333333,0.42105263157894735,2.2941176470588234,6.0,1.0,1.5248801643312613,0,3.7357661370911526,14
709,7,709,44,1,0,4,2,43,0,dddddrrrrrruuldluurulurrulllldrddddlluuurdd,0011111/1011111/1111110/1111110/1111111/1111111/1111111,images/grid_0709_n7_seed709.svg,0.23255813953488372,0.3023255813953488,0.20930232558139536,0.2558139534883721,0.47619047619047616,2.0476190476190474,6.0,1.0,1.4630753805464016,0,3.787058733004987,15
419,7,419,44,0,0,0,6,44,1,rdldddddrrrrrruuululudddrdlluulddluuurruurrr,1101111/1101100/1111110/1111111/1111111/1111111/1111111,images/grid_0419_n7_seed419.svg,0.2727272727272727,0.2727272727272727,0.1590909090909091,0.29545454545454547,0.4883720930232558,2.0,6.0,1.0,1.348399724926484,0,3.8837592759711312,16
533,7,533,40,0,0,6,6,44,5,ddddddrrrruuldlluruluuurrrrrllllddrdrrudrddd,1111111/1110000/1111010/1111111/1111101/1111101/1111101,images/grid_0533_n7_seed533.svg,0.18181818181818182,0.3181818181818182,0.18181818181818182,0.3181818181818182,0.46511627906976744,2.0952380952380953,6.0,1.0,1.47695832564484,0,3.920129937957906,17
830,7,830,43,0,0,0,6,42,0,ddddddrrrrrruuuluulddlddlluruluuurddruurrr,1111111/1111110/1111110/1111111/1111001/1111001/1111111,images/grid_0830_n7_seed830.svg,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.4634146341463415,2.1,6.0,1.0,1.4798648586948742,0,3.940975431238177,18
827,7,827,40,0,0,0,6,40,1,ddddddrrrrrruuldlluldluuruluurdurrrddruu,1111111/1110011/1110011/1110000/1111011/1111111/1111111,images/grid_0827_n7_seed827.svg,0.275,0.275,0.15,0.3,0.5384615384615384,1.8181818181818181,6.0,1.0,1.4345212580054092,0,3.9467255600050275,19
403,7,403,37,0,0,0,1,39,3,ddddddrrrrrlulllurrruurrddluuululdlduul,1111100/1011110/1010111/1000111/1111111/1111100/1111110,images/grid_0403_n7_seed403.svg,0.2564102564102564,0.2564102564102564,0.23076923076923078,0.2564102564102564,0.5,1.95,6.0,1.0,1.3955285736952865,0,3.949304335809494,20
130,7,130,36,0,0,0,6,36,1,rrrrlddlllddddrrrurulldluurrrrdruuuu,1111101/0001001/1111001/1111111/1111111/1111100/1111000,images/grid_0130_n7_seed130.svg,0.2222222222222222,0.2222222222222222,0.19444444444444445,0.3611111111111111,0.45714285714285713,2.1176470588235294,4.0,1.0,1.2310852668503736,0,3.95984573151326,21
979,7,979,44,0,0,1,6,43,0,rdldddddrrrrrruuulldrdlluulddluuurruurdrurd,1101111/1101111/1111000/1111111/1111111/1111111/1111111,images/grid_0979_n7_seed979.svg,0.2558139534883721,0.27906976744186046,0.16279069767441862,0.3023255813953488,0.5476190476190477,1.7916666666666667,6.0,1.0,1.2903218806001684,0,3.9690816473564525,22
775,7,775,44,0,0,0,5,43,0,ddddddrrrrrruuuuldldrdlllluurrurulldluurrrr,1111110/1111100/1111111/1111111/1100111/1111111/1111111,images/grid_0775_n7_seed775.svg,0.23255813953488372,0.23255813953488372,0.20930232558139536,0.32558139534883723,0.4523809523809524,2.15,6.0,1.0,1.6515144564913744,0,4.006151590447388,23
961,7,961,39,0,0,5,3,42,4,rlddddddrrrrrruudlluuuuurrddulllddllddrurd,1100111/1001111/1001101/1111100/1111101/1111111/1111111,images/grid_0961_n7_seed961.svg,0.21428571428571427,0.3333333333333333,0.19047619047619047,0.2619047619047619,0.43902439024390244,2.210526315789474,6.0,1.0,1.6084954515722236,0,4.064765847575542,24
633,7,633,45,0,0,3,3,44,0,rdddldddrrrrrulllluruuuurrrrddddluuulldrddlu,1111111/0111111/0111111/1111111/1111111/1111110/1111110,images/grid_0633_n7_seed633.svg,0.22727272727272727,0.29545454545454547,0.20454545454545456,0.2727272727272727,0.4418604651162791,2.2,5.0,1.0,1.3638181696985854,0,4.117971397925205,25
9,7,9,39,0,0,1,6,39,1,rrdddlldddrrrrrruululddrllllurruuuurrrd,1111111/0011001/0011000/1111110/1111111/1111111/1111111,images/grid_0009_n7_seed9.svg,0.20512820512820512,0.23076923076923078,0.20512820512820512,0.358974358974359,0.42105263157894735,2.2941176470588234,6.0,1.0,1.3618631650341442,0,4.153229284946647,26
402,7,402,43,0,0,6,6,42,0,ddddddrrrulluuuuurrrrdldluldddrurrrdllddrr,1111110/1111110/1111100/1111111/1111111/1111100/1111111,images/grid_0402_n7_seed402.svg,0.19047619047619047,0.3333333333333333,0.16666666666666666,0.30952380952380953,0.4634146341463415,2.1,6.0,1.0,1.445683229480096,0,4.167669269936826,27
840,7,840,38,0,0,4,3,43,6,rrrrrrddddldldlrrruuuullurllldulldddddruurr,1111111/1111111/1010111/1000001/1111011/1100111/1101111,images/grid_0840_n7_seed840.svg,0.18604651162790697,0.27906976744186046,0.23255813953488372,0.3023255813953488,0.4523809523809524,2.15,6.0,1.0,1.49248115565993,0,4.204373161180048,28
882,7,882,40,0,0,3,6,41,2,ddddddruuuurulurrrrrldllddruddrdlldrrruuu,1111111/1111110/1111100/1101101/1100111/1101111/1101111,images/grid_0882_n7_seed882.svg,0.24390243902439024,0.3170731707317073,0.14634146341463414,0.2926829268292683,0.5,1.9523809523809523,6.0,1.0,1.430157849302972,0,4.2143212247634505,29
501,7,501,41,0,0,4,1,41,1,ddddddrrrrrruuuuuulllldludddrrrdrdlluldlu,1111111/1110001/1100001/1111101/1111111/1111111/1111111,images/grid_0501_n7_seed501.svg,0.21951219512195122,0.3170731707317073,0.21951219512195122,0.24390243902439024,0.425,2.2777777777777777,6.0,1.0,1.879880479520959,0,4.234866148237594,30
480,7,480,38,2,0,6,5,39,2,ddddrrruuldluurruuullrrrrrddlulddrrdddl,0111111/0001111/1001111/1111111/1111001/1111001/1111011,images/grid_0480_n7_seed480.svg,0.20512820512820512,0.3076923076923077,0.1794871794871795,0.3076923076923077,0.47368421052631576,2.0526315789473686,5.0,1.0,1.0989796325169001,0,4.300705358291141,31
888,7,888,39,0,0,1,5,42,4,ddddddrrrrrrullluluddluuluururrrddrdruuuld,1111111/1100111/1000111/1110011/1111000/1111111/1111111,images/grid_0888_n7_seed888.svg,0.2619047619047619,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.5121951219512195,1.9090909090909092,6.0,1.0,1.4742977036569869,0,4.301538616845459,32
715,7,715,44,0,0,3,2,43,0,ddddddrrrrullluuuuurrrrrdddldluurullldrddlu,1111111/1111111/1111111/1111111/1111110/1111100/1111100,images/grid_0715_n7_seed715.svg,0.23255813953488372,0.3023255813953488,0.20930232558139536,0.2558139534883721,0.42857142857142855,2.263157894736842,6.0,1.0,1.6170833153407598,0,4.302337572057304,33
522,7,522,39,0,0,6,5,41,3,ddddddrrrlluuurrruulldluurrrrrdldrddulddd,1111111/1111111/1110111/1111111/1100011/1100010/1111010,images/grid_0522_n7_seed522.svg,0.1951219512195122,0.34146341463414637,0.17073170731707318,0.2926829268292683,0.45,2.1578947368421053,6.0,1.0,1.3865199865599462,0,4.37210538795186,34
951,7,951,42,0,0,0,6,42,1,ddddddrurdrrrruuulddllurulurulldlduuurrrrr,1111111/1111100/1111100/1101111/1001111/1111111/1111111,images/grid_0951_n7_seed951.svg,0.2619047619047619,0.2619047619047619,0.16666666666666666,0.30952380952380953,0.5365853658536586,1.826086956521739,6.0,1.0,1.403479338397302,0,4.397740636993394,35
5,7,5,39,0,0,4,6,38,0,ddddruuuurrrrrdlddluulldrdldddrrulurrr,1111111/1111111/1111110/1111110/1111111/0011100/0011100,images/grid_0005_n7_seed5.svg,0.21052631578947367,0.3157894736842105,0.15789473684210525,0.3157894736842105,0.5135135135135135,1.9,5.0,1.0,1.2206555615733703,0,4.414516066896907,36
586,7,586,42,0,0,6,3,43,2,ddruurrrrrdddddduulllurruuldlulddlldrdldrrr,1111111/1111111/1111111/1111111/1101111/1100001/1111001,images/grid_0586_n7_seed586.svg,0.18604651162790697,0.32558139534883723,0.20930232558139536,0.27906976744186046,0.5238095238095238,1.8695652173913044,6.0,1.0,1.2956229935435946,0,4.414713280232198,37
740,7,740,42,0,0,0,1,41,0,ddddddrrrrruuuruuulldrdldddlllurruluruull,1111111/1001111/1011111/1011111/1111110/1111110/1111110,images/grid_0740_n7_seed740.svg,0.2682926829268293,0.2682926829268293,0.21951219512195122,0.24390243902439024,0.475,2.05,6.0,1.0,1.395528573695286,0,4.442352592932105,38
227,7,227,42,0,0,0,1,43,2,ddddddrrrrrruuuuuuddldddlllluurdrrulurullul,1110001/1011101/1001111/1111111/1111111/1111111/1111111,images/grid_0227_n7_seed227.svg,0.27906976744186046,0.27906976744186046,0.20930232558139536,0.23255813953488372,0.42857142857142855,2.263157894736842,6.0,1.0,1.8018150282761778,0,4.513074369554594,39
312,7,312,38,0,0,0,6,42,5,ddddddrrrrrudrllluuldluuuuurrdldrdlrrruuru,1111001/1111011/1111010/1111110/1111000/1111010/1111111,images/grid_0312_n7_seed312.svg,0.2619047619047619,0.2619047619047619,0.16666666666666666,0.30952380952380953,0.5121951219512195,1.9090909090909092,6.0,1.0,1.5048132142951685,0,4.537844835985619,40
759,7,759,45,0,0,0,6,44,0,ddddddrrrrrruuulddluulddlluruluuurrdldrrruur,1111011/1111010/1111110/1111111/1111111/1111111/1111111,images/grid_0759_n7_seed759.svg,0.2727272727272727,0.2727272727272727,0.1590909090909091,0.29545454545454547,0.4883720930232558,2.0,6.0,1.0,1.4459976109624424,0,4.5401683272767075,41
408,7,408,37,0,0,2,5,41,5,ddddddrrrrrruluddlluuuulldddruuuururrrddl,1001111/1011001/1111011/1111000/1111010/1111011/1111111,images/grid_0408_n7_seed408.svg,0.2682926829268293,0.3170731707317073,0.14634146341463414,0.2682926829268293,0.4,2.411764705882353,6.0,1.0,1.647058823529412,0,4.567388010578576,42
612,7,612,42,0,0,0,5,43,2,ddddddrrrrrruuldluurudlluuldddrdlluuuuurrrr,1111110/1111000/1111010/1111110/1111111/1111111/1111111,images/grid_0612_n7_seed612.svg,0.27906976744186046,0.27906976744186046,0.16279069767441862,0.27906976744186046,0.42857142857142855,2.263157894736842,6.0,1.0,1.6809178339654014,0,4.575027250258719,43
335,7,335,40,0,0,3,6,41,2,ddddddruuruluuurrrrrldllldrrddrdllrdrruuu,1111111/1111110/1111100/1110101/1110111/1101111/1100111,images/grid_0335_n7_seed335.svg,0.21951219512195122,0.2926829268292683,0.17073170731707318,0.3170731707317073,0.5,1.9523809523809523,6.0,1.0,1.3619380615309609,0,4.604717052164601,44
475,7,475,43,0,0,0,3,43,1,rlddddddrrrrrruuuuulldrdddluulddllurulurruu,1101000/1001111/1111111/1111111/1111111/1111111/1111111,images/grid_0475_n7_seed475.svg,0.27906976744186046,0.27906976744186046,0.18604651162790697,0.2558139534883721,0.47619047619047616,2.0476190476190474,6.0,1.0,1.587936381003149,0,4.606812964830271,45
58,7,58,42,0,0,4,6,44,3,ddddddrrrrrrlluuulldrdlluuuurulrrrdrurddldrd,1111111/1110111/1100011/1111111/1111101/1111100/1111111,images/grid_0058_n7_seed58.svg,0.20454545454545456,0.29545454545454547,0.18181818181818182,0.3181818181818182,0.5116279069767442,1.9130434782608696,6.0,1.0,1.5011023044897451,0,4.6270113999513605,46
674,7,674,44,0,0,0,4,44,1,ddddddrrrrruruuldldluurllddluuuuurddrrrruull,1110111/1110001/1111111/1111111/1111111/1111111/1111110,images/grid_0674_n7_seed674.svg,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.46511627906976744,2.0952380952380953,6.0,1.0,1.5088551921671292,0,4.638256804691792,47
900,7,900,43,0,0,0,2,44,2,ddrdldddrrrrrruuuluuurllddddrdlluldluurruuul,1011111/1001110/1101110/1111111/1111111/1111111/1111111,images/grid_0900_n7_seed900.svg,0.2727272727272727,0.2727272727272727,0.20454545454545456,0.25,0.5116279069767442,1.9130434782608696,6.0,1.0,1.2480608777745499,0,4.650824089993823,48
733,7,733,38,0,0,5,6,39,2,ddddddrrrulluuuurrrurrldlddlulddrrddrru,1000111/1111110/1111100/1111100/1111100/1111101/1111111,images/grid_0733_n7_seed733.svg,0.20512820512820512,0.3333333333333333,0.15384615384615385,0.3076923076923077,0.5,1.95,6.0,1.0,1.243985530462473,0,4.677949356394558,49
308,7,308,38,0,0,0,6,38,1,ddddddrrrrrruuuuldddllllurrruuluudrrru,1001001/1001111/1001111/1000111/1111111/1111111/1111111,images/grid_0308_n7_seed308.svg,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.3157894736842105,0.35135135135135137,2.7142857142857144,6.0,1.0,1.7083229633001997,0,4.7096325636930025,50
54,7,54,43,0,0,3,2,43,1,ddddddrrrrrruludlluuuurrdruullllldrdldddruu,1111111/1111111/1111011/1111000/1111010/1111111/1111111,images/grid_0054_n7_seed54.svg,0.23255813953488372,0.3023255813953488,0.20930232558139536,0.2558139534883721,0.4523809523809524,2.15,6.0,1.0,1.6815171720800235,0,4.710146118606421,51
394,7,394,39,0,0,0,6,44,6,ddddddrrrrrruuulddluuudlldrdlluuluuurrdurrrr,1111111/1010000/1000100/1111111/1111111/1111111/1111111,images/grid_0394_n7_seed394.svg,0.2727272727272727,0.2727272727272727,0.1590909090909091,0.29545454545454547,0.4418604651162791,2.2,6.0,1.0,1.5362291495737217,0,4.71766288215602,52
62,7,62,42,0,0,2,5,41,0,ddruurrdlddddlldrrrrrruuuuulldldddrruluru,1111000/1111111/1111111/0011111/0011111/1111111/1111111,images/grid_0062_n7_seed62.svg,0.24390243902439024,0.2926829268292683,0.17073170731707318,0.2926829268292683,0.5,1.9523809523809523,6.0,1.0,1.3964645998681122,0,4.726112297090863,53
570,7,570,45,0,0,1,5,46,2,druddrdlldddrrrrrruuuuuulldlddddllurrrdruuluru,1100111/1101111/0111111/1111111/1111111/1111111/1111111,images/grid_0570_n7_seed570.svg,0.2608695652173913,0.2826086956521739,0.17391304347826086,0.2826086956521739,0.5111111111111111,1.9166666666666667,6.0,1.0,1.4695993407123664,0,4.731845812826725,54
599,7,599,39,2,0,1,6,41,3,ddddrrrrrruululddrlluulddluuuuuddrrrururd,0100011/0100111/1111100/1111110/1111111/1111111/1111111,images/grid_0599_n7_seed599.svg,0.2926829268292683,0.2682926829268293,0.14634146341463414,0.2926829268292683,0.5,1.9523809523809523,6.0,1.0,1.3964645998681122,0,4.791961446758894,55
152,7,152,36,0,0,6,2,42,7,dddddduuuuururrrrrdldlullddrudrrdddrllluld,1111111/1111111/1011110/1011110/1000010/1011010/1011111,images/grid_0152_n7_seed152.svg,0.21428571428571427,0.35714285714285715,0.19047619047619047,0.23809523809523808,0.5121951219512195,1.9090909090909092,6.0,1.0,1.5048132142951682,0,4.8021443940955715,56
393,7,393,42,1,0,2,4,41,0,dddddrrrrrruuuluuullldddlddrurdrrululuurd,0011110/1011110/1011110/1111111/1111111/1111111/1111111,images/grid_0393_n7_seed393.svg,0.2682926829268293,0.2926829268292683,0.17073170731707318,0.2682926829268293,0.5,1.9523809523809523,6.0,1.0,1.3964645998681122,0,4.817335385577796,57
143,7,143,43,0,0,3,3,42,0,ddddddrrrrrruuuuuulddldrddluldllurulururdd,1000011/1011011/1111111/1111111/1111111/1111111/1111111,images/grid_0143_n7_seed143.svg,0.2619047619047619,0.3333333333333333,0.16666666666666666,0.23809523809523808,0.5365853658536586,1.826086956521739,6.0,1.0,1.6590246981164274,0,4.851242166724685,58
977,7,977,38,0,0,3,5,40,3,ddddrruruluuldddddldrrrrrrululrruuuudldd,1110001/1110011/1111011/1111011/1110111/1100011/1111111,images/grid_0977_n7_seed977.svg,0.25,0.325,0.15,0.275,0.5128205128205128,1.9047619047619047,6.0,1.0,1.47695832564484,0,4.854141367686728,59
547,7,547,39,0,0,1,6,39,1,ddddddrrrrrrluluulddlluruluuurrdldrrrur,1111000/1111011/1111110/1111100/1111100/1111110/1111111,images/grid_0547_n7_seed547.svg,0.23076923076923078,0.2564102564102564,0.1794871794871795,0.3333333333333333,0.5263157894736842,1.8571428571428572,6.0,1.0,1.4891900734392276,0,4.894250033229815,60
669,7,669,36,0,0,0,6,38,3,ddddrrddrrrruuuuddldlulduulluuurdrurrr,1111111/1111000/1100001/1111001/1111111/0011111/0011111,images/grid_0669_n7_seed669.svg,0.2894736842105263,0.2894736842105263,0.13157894736842105,0.2894736842105263,0.5135135135135135,1.9,4.0,1.0,1.0908712114635712,0,4.904973971266072,61
505,7,505,40,0,0,4,1,39,0,rrrdddllldddrrrrruuuruuulldrdldddluldlu,1111111/0001111/0001111/1111111/1111110/1111110/1111110,images/grid_0505_n7_seed505.svg,0.20512820512820512,0.3076923076923077,0.23076923076923078,0.2564102564102564,0.5,1.95,5.0,1.0,1.1608186766243898,0,4.936614306393112,62
528,7,528,38,2,0,5,6,37,0,ddddrrrulluuuruurrrdddluulddldrrddrru,0011110/0011110/1111110/1111110/1111100/1111101/1111111,images/grid_0528_n7_seed528.svg,0.24324324324324326,0.32432432432432434,0.13513513513513514,0.2972972972972973,0.5,1.9473684210526316,4.0,1.0,0.8869631340185641,0,4.940315273930258,63
958,7,958,39,0,0,0,5,41,3,rrrldlldddddrrrrullluurdrururddlrrduuuuul,1111011/1110001/1000111/1111111/1111111/1111101/1111100,images/grid_0958_n7_seed958.svg,0.24390243902439024,0.24390243902439024,0.1951219512195122,0.3170731707317073,0.525,1.8636363636363635,5.0,1.0,1.2896600871919188,0,4.951169912842541,64
578,7,578,41,0,0,2,3,41,1,rdldddddrrrrrruluruuuuldllldlddurrdrurull,1100011/1111111/1111111/1111111/1101111/1000011/1111111,images/grid_0578_n7_seed578.svg,0.21951219512195122,0.2682926829268293,0.21951219512195122,0.2926829268292683,0.575,1.7083333333333333,6.0,1.0,1.3686723088047368,0,4.955083114188453,65
603,7,603,38,0,0,0,6,40,3,rrrrddluddddluuulddlddrudrrrrruluudruuuu,1111101/0001101/0111101/0111011/1111011/1111011/1111111,images/grid_0603_n7_seed603.svg,0.3,0.3,0.125,0.275,0.5128205128205128,1.9047619047619047,5.0,1.0,1.2688488185213551,0,4.970348975843853,66
309,7,309,43,0,0,0,1,43,1,ddddddrrrrrruuuuluulldrddrddluldllurruuluul,1111110/1011110/1011111/1001111/1111111/1111111/1111111,images/grid_0309_n7_seed309.svg,0.27906976744186046,0.27906976744186046,0.20930232558139536,0.23255813953488372,0.5,1.9545454545454546,6.0,1.0,1.4609235163625631,0,4.9781357904859425,67
91,7,91,45,0,0,6,6,44,0,ddddddrrrulluuuuurrrrrddluldluldddrurrdlddrr,1111111/1111111/1111111/1111110/1111110/1111100/1111111,images/grid_0091_n7_seed91.svg,0.20454545454545456,0.3409090909090909,0.1590909090909091,0.29545454545454547,0.4883720930232558,2.0,6.0,1.0,1.4770978917519928,0,4.988631212631161,68
208,7,208,44,0,0,0,1,43,0,ddddddrrrrrruuuuuuldldrdddlllluurdrruluulul,1110011/1011111/1001111/1111111/1111111/1111111/1111111,images/grid_0208_n7_seed208.svg,0.27906976744186046,0.27906976744186046,0.20930232558139536,0.23255813953488372,0.4523809523809524,2.15,6.0,1.0,1.7965244223221681,0,4.993270416864682,69
222,7,222,41,0,0,2,5,41,1,ddddddrrrrrruuldluuuldldrdlluuuuurrrdurdd,1111110/1100110/1101110/1111100/1111111/1111111/1111111,images/grid_0222_n7_seed222.svg,0.2682926829268293,0.3170731707317073,0.14634146341463414,0.2682926829268293,0.475,2.05,6.0,1.0,1.6575584454250776,0,4.998290538686008,70
923,7,923,39,0,0,1,6,41,3,ddddddrrrrrruuudldluuuddldlluuurulurrrrrd,1111111/1110001/1110100/1100101/1101111/1111111/1111111,images/grid_0923_n7_seed923.svg,0.2682926829268293,0.2926829268292683,0.14634146341463414,0.2926829268292683,0.45,2.1578947368421053,6.0,1.0,1.6940502041506402,0,5.0226045242192905,71
509,7,509,42,5,0,2,2,41,0,drrrrrruuuuuulllldrrrddddluuuldddllurulur,0011111/0011111/0111111/0111111/0111111/1111111/1111111,images/grid_0509_n7_seed509.svg,0.2926829268292683,0.21951219512195122,0.21951219512195122,0.2682926829268293,0.425,2.2777777777777777,6.0,1.0,1.6933056282364634,0,5.062558435654452,72
37,7,37,42,0,0,3,6,43,2,ddddddrruluuuuurrrrrdlldlulddrdlrrddrrulruu,1111111/1111111/1111100/1111001/1111101/1110111/1110111,images/grid_0037_n7_seed37.svg,0.23255813953488372,0.3023255813953488,0.16279069767441862,0.3023255813953488,0.5238095238095238,1.8695652173913044,6.0,1.0,1.4235396124995565,0,5.080913543585026,73
516,7,516,39,0,0,5,6,39,1,ddddddrruluuuuurrrrrddlullldrdlddrurdrr,1111111/1111111/1111011/1111000/1111100/1111111/1110000,images/grid_0516_n7_seed516.svg,0.20512820512820512,0.3333333333333333,0.15384615384615385,0.3076923076923077,0.5,1.95,6.0,1.0,1.5321553446044562,0,5.114490500541691,74
142,7,142,39,2,0,0,2,38,0,ddddrrrrrruuuuuuldddddllllurrruluruull,0011111/0000111/1001111/1001111/1111111/1111111/1111111,images/grid_0142_n7_seed142.svg,0.2894736842105263,0.23684210526315788,0.21052631578947367,0.2631578947368421,0.35135135135135137,2.7142857142857144,6.0,1.0,1.868099547231717,0,5.123844347099056,75
972,7,972,37,0,0,2,6,38,2,drldddddrrrrrrululdluldluurrudrruuurdd,1000011/1100011/1001011/1111110/1111110/1111111/1111111,images/grid_0972_n7_seed972.svg,0.23684210526315788,0.2894736842105263,0.15789473684210525,0.3157894736842105,0.5945945945945946,1.6521739130434783,6.0,1.0,1.3057962971896702,0,5.1276843104594825,76
892,7,892,40,0,0,4,6,40,1,ddddruuuurrrrrdlllldddddlrrrulurulurrrdd,1111111/1111111/1111111/1111101/1111101/0011100/0111100,images/grid_0892_n7_seed892.svg,0.2,0.3,0.175,0.325,0.4358974358974359,2.2222222222222223,5.0,1.0,1.5112745009706048,0,5.142989353947383,77
295,7,295,37,0,0,6,6,40,4,ddddddurruluuuurrrrrllldlddrurrrdlldrrdd,1111111/1111000/1111111/1111111/1110111/1110001/1000001,images/grid_0295_n7_seed295.svg,0.175,0.325,0.175,0.325,0.46153846153846156,2.1052631578947367,6.0,1.0,1.44712916682816,0,5.14389753553484,78
957,7,957,42,0,0,1,5,42,1,ddddddrrrrrruuldlululddrlluuuuurrrddrruuld,1111111/1100111/1100111/1111000/1111111/1111111/1111111,images/grid_0957_n7_seed957.svg,0.2619047619047619,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.4634146341463415,2.1,6.0,1.0,1.6093476939431082,0,5.16658672494579,79
